"OBJECTID","COBAMA","SUBTIPO_LO","TIPO_LOTE","CBML","FORMA","NUMERO_EDI","AREA_LOTE","X_MAGNAMED","Y_MAGNAMED","ESTACIONMASCERCANA","DISTANCIAAESTACI0N","COMUNA"
113694,"1509077",1,"Normal","15090770025",,0,"104,99","832726,6035","1178629,8651","Parada Campos de Paz","358,725338987096","15"
113997,"1509062",1,"Normal","15090620032",,0,"121,8","832667,6023","1178605,9308","Parada Campos de Paz","295,040556925395","15"
114455,"1509078",1,"Normal","15090780005",,0,"104,99","832612,8136","1178674,9792","Parada Campos de Paz","283,964566646987","15"
114609,"1509078",1,"Normal","15090780024",,0,"104,99","832620,0688","1178688,1072","Parada Campos de Paz","298,027824736192","15"
114610,"1509078",1,"Normal","15090780023",,0,"104,99","832613,9423","1178691,493","Parada Campos de Paz","295,702795527098","15"
114650,"1509077",1,"Normal","15090770012",,0,"104,99","832670,3422","1178643,8486","Parada Campos de Paz","313,98983316299","15"
114651,"1509077",1,"Normal","15090770004",,0,"104,99","832719,3424","1178616,74","Parada Campos de Paz","347,116043108529","15"
114652,"1509077",1,"Normal","15090770017",,0,105,"832677,6035","1178656,9738","Parada Campos de Paz","326,785601773421","15"
115505,"1509062",1,"Normal","15090620016",,0,"131,9","832575,3477","1178625,2359","Parada Campos de Paz","223,67050759051","15"
115506,"1509062",1,"Normal","15090620021",,0,"89,77","832598,327","1178643,7661","Parada Campos de Paz","253,192946903381","15"
115507,"1509062",1,"Normal","15090620019",,0,"111,21","832585,4432","1178649,7587","Parada Campos de Paz","246,750458110958","15"
115508,"1509062",1,"Normal","15090620025",,0,"117,24","832621,6649","1178629,1293","Parada Campos de Paz","264,42755419991","15"
115509,"1509062",1,"Normal","15090620031",,0,"128,76","832659,7239","1178610,039","Parada Campos de Paz","289,422491344373","15"
116062,"1509078",1,"Normal","15090780017",,0,"105,01","832577,1836","1178711,809","Parada Campos de Paz","284,988401599435","15"
116071,"1509078",1,"Normal","15090780022",,0,105,"832607,816","1178694,8794","Parada Campos de Paz","293,527035761969","15"
117023,"1509062",1,"Normal","15090620014",,0,"128,79","832594,3549","1178622,4439","Parada Campos de Paz","237,717314330335","15"
117024,"1509062",1,"Normal","15090620026",,0,"113,83","832627,8423","1178625,976","Parada Campos de Paz","268,155806660797","15"
117180,"1509062",1,"Normal","15090620027",,0,"110,39","832634,0197","1178622,8229","Parada Campos de Paz","272,010162262727","15"
117219,"1509062",1,"Normal","15090620008",,0,"109,54","832632,9943","1178605,9252","Parada Campos de Paz","263,408282594029","15"
118004,"1509077",1,"Normal","15090770016",,0,"104,99","832671,4783","1178660,3622","Parada Campos de Paz","323,254061098784","15"
118239,"1509078",1,"Normal","15090780012",,0,"104,99","832569,9278","1178698,6801","Parada Campos de Paz","270,238612221085","15"
118623,"1509062",1,"Normal","15090620002",,0,"110,73","832678,0881","1178586,7253","Parada Campos de Paz","298,147649639948","15"
118797,"1509078",1,"Normal","15090780009",,0,"104,99","832588,3073","1178688,5223","Parada Campos de Paz","275,136814048019","15"
