"OBJECTID","COBAMA","SUBTIPO_LO","TIPO_LOTE","CBML","FORMA","NUMERO_EDI","AREA_LOTE","X_MAGNAMED","Y_MAGNAMED","ESTACIONMASCERCANA","DISTANCIAAESTACI0N","COMUNA"
130583,"1509005",1,"Normal","15090050019",,0,"111,87","833215,5962","1177938,6035","Parada Guayabal","301,104597350539","15"
119614,"1509032",1,"Normal","15090320014",,0,"156,54","832736,1728","1178282,4232","Parada Guayabal","306,710365418851","15"
130574,"1509009",1,"Separador Vial o Zona Verde","15090090001",,0,"3781,59","832735,8984","1178189,9912","Parada Guayabal","305,016188202288","15"
109531,"1509005",1,"Normal","15090050018",,0,"179,54","833220,2839","1177931,5008","Parada Guayabal","308,148309559846","15"
122485,"1509005",1,"Normal","15090050024",,0,"167,52","833181,9833","1177948,5262","Parada Guayabal","266,232407766156","15"
123919,"1509005",1,"Normal","15090050022",,0,"165,09","833194,7887","1177943,0265","Parada Guayabal","280,171722004184","15"
126526,"1509005",1,"Normal","15090050020",,0,"170,37","833207,5237","1177937,3001","Parada Guayabal","294,133966469392","15"
127582,"1509005",1,"Normal","15090050021",,0,"148,28","833201,7428","1177941,5914","Parada Guayabal","287,145784716512","15"
128756,"1509005",1,"Normal","15090050045",,0,"85,51","833186,2974","1177940,529","Parada Guayabal","273,357840919605","15"
130577,"1509005",1,"Normal","15090050026",,0,"163,65","833168,9873","1177954,1156","Parada Guayabal","252,082641557313","15"
130580,"1509005",1,"Normal","15090050028",,0,"441,06","833154,1456","1177959,3824","Parada Guayabal","236,354434829421","15"
132483,"1509005",1,"Normal","15090050030",,0,"63,1","833210,8527","1177927,0456","Parada Guayabal","301,288029592444","15"
148807,"1509005",1,"Normal","15090050032",,0,"85,57","833230,6906","1177919,3881","Parada Guayabal","322,527485995176","15"
148808,"1509005",1,"Normal","15090050047",,0,"186,45","833226,8194","1177928,6114","Parada Guayabal","315,294929362964","15"
267354,"1509005",1,"Normal","15090050025",,0,"164,49","833175,4696","1177951,3281","Parada Guayabal","259,140249745091","15"
294876,"1509061",1,"Normal","15090610033",,0,"85,63","832469,2952","1178512,1605","Parada Campos de Paz","76,6650257939132","15"
295217,"1509061",1,"Lote","15090610073",,0,"168,27","832401,1764","1178516,6449","Parada Campos de Paz","24,2109993769342","15"
295219,"1509061",1,"Lote","15090610070",,0,"120,84","832612,289","1178492,5872","Parada Campos de Paz","217,258301190859","15"
